Titulo,Autor,Genero,Descripcion
Horrorstör,['Grady Hendrix'],"['Novela', 'Terror']","Ohio. Cada mañana, los empleados se encuentran destrozados los armarios Kjërring, tiradas por el suelo las lámparas Brooka, y extrañas manchas en los sofás Liripip. Para desvelar este misterio, cinco jóvenes empleados se ofrecen como voluntarios para un largo turno de noche, en el que afrontarán horrores que desafían la imaginación. Una tradicional historia de casas encantadas en un entorno contemporáneo (y repleto de horrores propios de nuestra época)."
Intriga en Bagdad,['Agatha Christie'],"['Intriga', 'Novela', 'Policíaco']","Victoria Jones, una mediocre mecanógrafa, acaba de perder su empleo. Conoce entonces a un atractivo muchacho, Edward, del que se enamora. El joven debe marchar a Bagdad por cuestiones profesionales y Victoria se las ingenia para seguirle allí como señorita de compañía de una anciana. Para conseguir el puesto, se finge sobrina de un famoso arqueólogo. Una vez en Bagdad, la trama romántica se ve complicada por un sinnúmero de aventuras que acontecen vertiginosamente a la protagonista que, de heroína de una historia de amor, pasa a ser de una trepidante intriga internacional."
Alastor,['Jack Vance'],"['Ciencia ficción', 'Novela']","Aquí, recopilada en un solo volumen, está su trilogía Alastor: tres novelas clásicas de aventuras de ciencia ficción que representan lo mejor de Jack Vance."
El enamorado de la Osa Mayor,['Sergiusz Piasecki'],"['Aventuras', 'Novela']","Novela pura de acción, El enamorado de la Osa Mayor ha despertado en sus lectores una pasión y un entusiasmo que aún hoy siguen vivos en todos los rincones del mundo. En parte autobiográfico, y escrito en la cárcel por un bandolero que no tenía la más mínima preparación literaria y a quien se había conmutado la pena de muerte por una de quince años de reclusión, el libro llegó a provocar en la Polonia de 1937 un deslumbramiento tal que incluso llegó a promoverse una suerte de plebiscito para obtener la liberación de su autor. Ha conocido numerosas traducciones —esta es la primera vez que se vierte al español directamente de la lengua polaca—, y en todas partes se recuerda con la coloración del mito. Vista hoy, vigorosa y directa, El enamorado de la Osa Mayor es un libro de lectura tan absorbente como la del mejor Conrad, y deja en el lector el recuerdo de la mejor literatura de aventuras."
Los Emperadores de Abisinia,['Joan Perucho'],"['Fantástico', 'Novela']","El famoso escritor y erudito Samuel Johnson es invitado por el emperador de Abisinia para dirigir la elaboración de un Diccionario de la antigua lengua etiópica tomando como modelo su Diccionario de la lengua inglesa. Tras aceptar la invitación, Johnson inicia el viaje acompañado de su buen amigo, y futuro biógrafo, James Boswell. En El Cairo les espera el narrador de la historia, ministro plenipotenciario de Fernando IV de Nápoles y III de Sicilia, rey de las Dos Sicilias por decisión de su padre Carlos III de España. Este misterioso narrador de origen italiano tiene también una misión en Abisinia: iniciar las negociaciones para establecer un Colegio de Artes y Oficios que regentarían los jesuitas expulsados de España. Como si fuera un malicioso demiurgo y mezclando siempre realidad, historia y fábula el autor teje un sutil entramado de anacronismos, apela a lo fantástico y a lo humorístico y evoca personajes insólitos como el padre filipense Tomás Vicente Tosca, autor de La arquitectura oblicua, un revolucionario tratado al que mucho debe Paul Valéry. En Los emperadores de Abisinia se vive lo increíble con la misma imperturbable naturalidad con que se aceptaba en los antiguos libros de caballerías. Sin embargo, Los emperadores de Abisinia no es sólo una novela de aventuras fantásticas sino también una hermosa historia de amor y una agridulce reflexión sobre lo que hay más allá de las apariencias y los disfraces."
El día que apagaron la luz,['Camila Fabbri'],"['Crónica', 'Drama', 'Memorias', 'Novela']","En esta «novela de no ficción», Camila Fabbri busca la manera de narrar una tragedia que irrumpió en la vida de una ciudad, pero sobre todo en la de miles de adolescentes para quienes Cromañón representó el fin de la inocencia.Fabbri estuvo en el recital de Callejeros la noche previa a ese fatídico 30 de diciembre de 2004. Enseguida supo del incendio que arrasó con tantos chicos, envenenados por el humo negro en el momento preciso del pogo, de la exaltación, de la felicidad compartida. Quince años después, la escritora posa la mirada sobre la chica rolinga y claustrofóbica que era entonces y entrevista a amigos, amigas, padres, madres y testigos, para indagar en la forma que toma un drama colectivo en el tiempo y en ese dolor, a la vez personal e identitario.El día que apagaron la luz es una ficción verdadera sobre los sueños y las pesadillas que poblaron las cabezas de esos jóvenes, una crónica fragmentada sobre los modos de construirse adulto y un relato emocionante sobre la confusión de vivir. Fabbri escribe una novela de voces múltiples, pero siempre cerca de la adolescente que fue. Y con la literatura como posibilidad, vuelve a preguntarse por ese día en que su generación se topó con la muerte."
Las tres reglas de mi jefe,['Emily Delevigne'],"['Erótico', 'Novela', 'Romántico']","Me llamo Rhys Knight y soy uno de los hombres más ricos de Estados Unidos. Nunca he mezclado los negocios y el placer, y prueba de ello es el imperio que he levantado en poco tiempo. Cierro contratos, destino dinero a causas benéficas y salgo con mujeres preciosas a las que no vuelvo a ver al día siguiente. Mi vida es perfecta, o al menos lo era hasta que mi mejor amigo me pidió el favor de contratar a su hermana pequeña como secretaria…, y desde ese día soy incapaz de no imaginármela desnuda.Casey Evans es todo lo que no suelo buscar en una mujer: habla demasiado y le gusta el contacto físico, lo que supone el incumplimiento de dos de mis reglas a la hora de trabajar conmigo. Sin embargo, supe que todo cambiaría esa noche, cuando celebramos haber cerrado un acuerdo con un magnate ruso… A partir de ese momento tuve claro que no podría mantenerme alejado de ella nunca más."
Diario de duelo,['Mary Shelley'],"['Crónica', 'Memorias']","Mary Shelley es una de las escritoras más importantes del siglo XIX. Gracias a «Frankenstein», su fama ha trascendido el ámbito de los lectores y se ha convertido en un hito de la cultura popular. Con el paso de los años, cada vez son más conocidos sus relatos, sus fascinantes poemas, sus cartas… Pero hay un libro escrito de su puño y letra que sigue llevando una existencia confidencial, casi secreta, como si se tratase de un tabú: sus diarios personales. Más de un siglo después de su muerte, todavía no disponemos de una edición fiable en inglés (los escasos ejemplares circulan por librerías de segunda mano y pueden alcanzar precios desorbitados) y no se han traducido a ninguna otra lengua. ¿Qué ocurre con los diarios de Mary Shelley?Para que el lector pueda extraer sus propias conclusiones, presentamos por primera vez en castellano una amplia selección de sus diarios, que cubre desde la huida con el que se convertiría en su marido, Percy Shelley, hasta los meses posteriores a la muerte del poeta romántico, convertida ya en su viuda. Diarios muy viajados (Francia, Italia, Suiza...), dedicados a contar los entusiasmos y dificultades que les procura la vida audaz que han elegido, que de repente la inesperada muerte de Percy detiene. Momento en el que el libro se transforma en un estremecedor diario de duelo, en un intento de retener con palabras la vida que se ha desvanecido, de no permitir que avance hacia un tiempo que ya no puede ofrecerle nada. Unas páginas de una fuerza expresiva insólitas que conducen a los lectores a un espacio donde quizás no hayan estado nunca y que confirman que el Diario de Mary Shelly, un libro que apenas ha leído nadie, es una de las grandes obras de la literatura inglesa."
"Juana I, la reina cuerda",['María Lara Martínez'],"['Biografía', 'Divulgación', 'Historia']","A la soberana mejor preparada del Renacimiento su padre, su marido y su hijo no le dejaron ejercer su poder. Sin embargo, todos la necesitaban como sombra. Se llamaba Juana y no estaba loca.Descrita en su juventud como «muy cuerda», ¿por qué se torcieron las cosas en la existencia de Juana? ¿Fue tan «hermoso» su marido? ¿Padecía Juana una enfermedad latente que se le aceleró con la distancia con Castilla? ¿Acentuaron los embarazos una dolencia silenciosa hasta entonces? ¿Constituyeron los celos la causa de su patología? ¿Por qué a Isabel la Católica a finales del Medievo se le permitió reinar y a su heredera no, en pleno Renacimiento, con el humanismo como doctrina? ¿Utilizó Juana la enajenación que le achacaban a modo de máscara neuronal? ¿A qué valores se aferraba para mantener la valentía frente a sus captores?Durante casi 50 años Juana, la reina más famosa de España y sin embargo con menos poder, estuvo confinada en el palacio de Tordesillas. Cuando llegó tenía 29 años y murió en aquella clausura a la edad de 75. A excepción de las risas infantiles, a lo largo de toda su vida fue tratada como una marioneta. Ella, que era la princesa más sabia de su tiempo… Sin buscarlo, Juana fue en el tablero un peón movido a su antojo por su padre, Fernando, por su esposo, Felipe, y por su hijo, Carlos. Dicen que detrás de la historia del ajedrez, traído a la Península Ibérica por los musulmanes, se esconde enigmáticamente la figura de su madre, la Dama… Isabel designó a Juana como heredera en su testamento, aunque en la práctica se hizo caso omiso a su mandato.Con paciencia y rigor científico María Lara, doctora en Historia Moderna, reconstruye la vida cotidiana de Juana de Trastámara, desde la pesquisa sobre su lugar de nacimiento hasta su ocaso un Viernes Santo después de haber sido tildada de hereje. Investigando en los archivos, la escritora se adentra en el universo emocional de Juana, la emperatriz a la que nunca se le reconoció el título, la mística que convivió con el cadáver de Felipe como llave para su libertad. Esta es la historia de Juana, la reina cuerda."
Corazón de fuego,['Gaelen Foley'],"['Histórico', 'Novela', 'Romántico']","Tras años de preparación, Lord Lucien Knight ha conseguido idear la trampa perfecta para atraer a los depravados miembros de una sociedad secreta y jugar en su terreno. De ese modo, hará que confíen en él y podrá sacar a la luz sus malvados y oscuros entresijos.Sin embargo, nadie en Londres sospecha que Lucien es uno de los espías más astutos de Inglaterra, un oficial que ha sacrificado su propia alma en beneficio de su país. Ahora, un inesperado intruso ha entrado en la escena de su pecaminosa trampa, poniendo en peligro los planes que tan cuidadosamente ha trazado —e inflamando sus deseos más profundos.La bella e inocente Alice Montague se encuentra a merced del escandaloso Lord Lucien, y mientras este intenta seducirla lentamente para corromper su virtud, Alice empieza a vislumbrar la verdadera naturaleza de ese hombre, atormentado por las elecciones que ha tenido que hacer en su vida y que puede ofrecerla la más innegable de las pasiones.¿Logrará el amor destruir la máscara de una alma solitaria?"
Tras sus pasos,['Nora Roberts'],"['Novela', 'Romántico']","A Gillian Fitzpatrick le habían dicho que Trace O’Hurley era el mejor para encontrar a su hermano, desaparecido en México. Pero cuando lo conoció, su impresión no pudo ser más negativa: era un hombre rudo, desaliñado y desagradable. Sin embargo, cuando lo miró a los ojos, se dio cuenta de que Trace era un hombre muy capaz y peligroso…"
La tejedora de sombras,['Jorge Volpi'],"['Drama', 'Histórico', 'Novela', 'Romántico']","Cuando se encuentran en Nueva York en 1925, Henry Murray es un ambicioso médico de Harvard, casado con una rica heredera de Boston, y Christiana Morgan una tormentosa estudiante de arte, esposa de un veterano de guerra.Atraídos por una fuerza que los sobrepasa, los dos viajan a Suiza para ser analizados por Carl Gustav Jung, quien sumerge a Christiana en profundos estados de trance. Las visiones de la joven, fielmente dibujadas en sus cuadernos, se convertirán en el punto de partida de un experimento en busca del amor absoluto que se prolongará durante los siguientes cuarenta y dos años.La tejedora de sombras es el retrato de Christiana Morgan, una mujer que se empeñó en confrontar el universo masculino de su época, y el inquietante recuento de una obsesión llevada hasta su límite."
Expediente Barcelona,['Francisco González Ledesma'],"['Intriga', 'Novela', 'Policíaco']","Al despacho de un abogado de cuarta acuden a solicitar unas comprometedoras pruebas de paternidad, que implican a Ramón Masnou, hombre influyente de la burguesía catalana conectado con peligrosos revolucionarios. Abierto el tarro de las esencias, pasearemos por la Barcelona de los meublés, los antros, los cines de sesión do ble, y por las cárceles… Todo ello para destapar una trama con la que recorreremos la historia de la Ciudad Condal desde la sufrida posguerra hasta una Transición que quizás ha sido asumida con cierta ingenuidad. Aquí podremos saborear el sexismo de Henry Miller, un cierto humor grotesco y, ante todo, una precisa recreación del ambiente de los barrios. Expediente Barcelona tiene el valor de la confesión sincera."
Los celtas,['Manuel Yañez Solana'],"['Divulgación', 'Historia']","Breve historia sobre el pueblo celta, sus costumbres, creencias, supersticiones y como influyen en la actualidad.""En sus orígenes, los celtas no fueron afectados por la cultura griega, ni por la romana. Esto hizo que se les introdujera entre los cuatro pueblos bárbaros o los otros que ocupaban una parte de Europa: en el extremo occidental se encontraban los íberos; en las llanuras del Norte, los germanos; en las estepas del Este, los escitas; y en todas partes, ya que no dejaban de emigrar de un lugar a otro (cuando no formaban breves asentamientos), los celtas.""Eran los celtas, un mito, un enigma."
Tras las líneas enemigas II – Resistencia rebelde,['Aaron Allston'],"['Ciencia ficción', 'Novela']","Leia y Han permanecen retenidos en un planeta. Sus gobernantes están a punto de ceder a las pretensiones de los yuuzhan vong de entregar a todos los Jedis.En Coruscant, Luke y Mara Jade Skywalker descubren lo que puede detener el control total de los vong sobre la galaxia. Pero el enemigo los persigue, y sólo tienen tiempo para huir y salvar sus vidas."
Un hilo de humo,['Andrea Camilleri'],"['Histórico', 'Humor', 'Novela']","Vigàta, 1890. Salvador Barbabianca es uno de los principales productores de azufre gracias a las malas artes que ha empleado en su negocio, esto es: robando y estafando. Su mortal enemigo, Ciccio Lo Cascio, no le va a la zaga, y los dos se enfrascan en una pelea desquiciada por ver cómo atender el pedido de un barco ruso para cargarlo con el dichoso mineral. La espera del barco y su fatal llegada al puerto involucran al pueblo entero, capaz de confundir al final la peor de las tragedias con un acto de intercesión divina.Con Un hilo de humo Camilleri vuelve a su particular visión del mundo, socarrona y teatral, desde un remoto rincón de la Italia recién unificada, donde lo mismo se preocupan por Garibaldi que por la producción de azufre en medio de unos enredos ingenuos, eróticos y mafiosos, que parecen construir la razón de ser de estos sicilianos vehementes."
Obra escojida,['Rabindranath Tagore'],"['Otros', 'Poesía', 'Relato', 'Teatro']",La presente versión castellana está realizada sobre las ediciones inglesas de las obras de Rabindranaz Tagore por Zenobia Camprubí con la colaboración de Juan Ramón Jiménez.
LTI. La Lengua del Tercer Reich,['Victor Klemperer'],"['Crónica', 'Historia', 'Memorias']","Victor Klemperer se disponía a escribir la obra de su vida, un estudio acerca de la Ilustración francesa, cuando la leyes raciales de Nuremberg le apartaron de su cátedra impidiéndole, entre otras cosas, el acceso a las bibliotecas o la posesión de libros que no fueran únicamente «para judíos». Empezaría entonces, clandestina e incansablemente, la redacción de un diario en el que, además de anotaciones íntimas, constataría todo aquello que durante el Tercer Reich le llamaba la atención en tanto que filólogo. Klemperer observa como la lengua del Tercer Reich se apodera lentamente «de todos los ámbitos públicos y privados: de la política, de la jurisprudencia, de la economía, del arte, de la ciencia, de la escuela, del deporte, de la familia, de los jardines de infancia y de las habitaciones de los niños» mediante la creación de un universo simbólico y el uso de recursos estilísticos como la repetición de los mensajes, la continua y enfática alusión a los vocablos «sangre», «tierra» y «raza»; la revalorización de lo pasional frente a lo intelectual o la utilización del entrecomillado irónico en expresiones del tipo «“ciencia” judía».Publicado por vez primera en 1947, LTI. La lengua del Tercer Reich sigue siendo hoy uno de los estudios lingüísticos indispensables para entender cómo el lenguaje nacionalsocialista se convirtió en la principal arma para manipular a una nación entera.El filólogo Víctor Klemperer, víctima de la pesadilla nazi a causa a su ascendencia judía, ofrece en LTI un lúcido testimonio del lento envenenamiento que todo un pueblo sufrió a causa del uso viciado del lenguaje, uno de los motores de arranque del Holocausto. Y es que, como el autor afirma, «las palabras pueden actuar como dosis ínfimas de arsénico: uno las traga sin darse cuenta, parecen no surtir efecto alguno, y al cabo del tiempo se produce el efecto tóxico»."
Fuera de juego,['Alan Scholefield'],"['Intriga', 'Novela', 'Policíaco']","Un famoso extenista es encarcelado por la presunta violación de una menor.La doctora Anne Vernon, responsable de la enfermería de la prisión y de la evaluación psicológica de los presos, siente especial interés por él. Desde el primer momento sospecha que puede ser inocente, pero su fuga en compañía de otro recluso parece confirmar su culpabilidad. Sin embargo, la doctora no pierde la esperanza y, aun a riesgo de su vida, se propone averiguar la verdad.Nacido en Sudáfrica y afincado en el Reino Unido, Alan Scholefield ha escrito más de veinte novelas policíacas, así como numerosos relatos, recibiendo el unánime elogio de la crítica internacional."
País íntimo,['Maria Barbal'],"['Drama', 'Novela', 'Psicológico']","Rita Albera toma la palabra en un tono provocador para dirigirse a su madre y desgranar una relación nada fácil y a menudo controvertida que intenta, sin embargo, salvar con una firme voluntad de acercamiento, armonía y deseo de ternura.Situaciones cotidianas, pequeñas felicidades y dramáticos fracasos van construyendo la historia de una familia como tantas otras, desde los años treinta hasta la guerra civil, la dictadura y la transición a la democracia.País íntimo es también la historia de dos mujeres; una madre esquiva y herida por una injusticia, imposibilitada para la alegría e incapaz de perdonar, y su hija, desdoblada entre el pueblo natal y la gran ciudad, abierta al amor y a la amistad, y que ansía liberarse del injusto legado que le ha tocado en suerte."
Y que le gusten los gatos,['Kate Bristol'],"['Erótico', 'Humor', 'Novela', 'Romántico']","Si algo le gusta a Beatriz es pasar el tiempo con sus alocadas e imprevisibles amigas, cuidar de la colonia de gatos que siempre ha tenido en el Pazo de Termes y recorrer los prados verdes de su pueblo, un bucólico lugar de Galicia donde a todos sus habitantes les falta un tornillo.Pero su sencilla vida está a punto de cambiar cuando su padre pierde en una apuesta el pazo familiar. Así, Beatriz, no tiene más remedio que luchar contra el nuevo dueño, Ricardo, un atractivo millonario que amenaza con montar un spa de lujo y deshacerse de todos sus gatos.Pero Beatriz, lo tiene claro: «millonetis, a mis pequeños ni tocarlos».Para desbaratar los planes de Ricardo, Beatriz y sus amigas pondrán en marcha las artimañas más alocadas y surrealistas. ¿Hasta dónde estarán dispuestas a llegar para recuperar el pazo familiar y mantener a sus queridos gatitos?"
Un armario lleno de sombra,['Antonio Gamoneda'],"['Ensayo', 'Memorias']","Tras la muerte de su madre, Antonio Gamoneda se decidió a abrir aquel armario cuyo contenido permanecía envuelto en la sombra sin ser visto y conocido por nadie más que ella: «Hice entrar mi cabeza en la oscuridad del armario y entonces ocurrió algo que me envolvió en su realidad física: sentí el olor de mi madre. Viva». El repaso del contenido de este armario provoca una secuencia de recuerdos que, en Un armario lleno de sombra, primer volumen de sus memorias, se convierten en narración e historia."
Escuela de escritura,['Mercedes Abad'],"['Novela', 'Otros']","¿Hasta dónde serías capaz de llegar con tal de sorprender al mundo con una obra maestra? ¿Qué llegarías a hacer para que reconozcan tu talento genial? ¿Dónde acaba la pasión por la literatura y dónde empiezan la loca ambición y la simple vanidad? De todo esto habla esta trepidante y suculenta historia, que arranca en un cementerio y reconstruye la experiencia en un taller de escritura. En ella nadie es quien parece ser, ni siquiera quien la relata. Porque por muy perspicaces que creamos ser, muchas veces nuestras interpretaciones del mundo y de las curiosas criaturas que lo pueblan no dejan de ser ficciones que la burlona realidad se aplica en desmentir para ponernos en nuestro sitio. Escuela de escritura es una brillantísima reflexión sobre nuestra necesidad de crear, sobre las complejas relaciones del escritor con su obra y los espejismos del arte y el talento individual."
Círculo de amigas,['Elizabeth Noble'],"['Novela', 'Otros']","Cuatro mujeres: Freddie, Tamsin, Reagan y Sarah, que se conocieron en la Universidad e Oxford en los años ochenta, y sin tener mucho en común, rápidamente se hicieron amigas. Así, fruto de interminables noches de charla nació el club Tenko, un auténtico círculo de amigas fundado bajo la promesa de nunca fallarse las unas a las otras.Veinte años después, la vida da a Freddie un duro revés. Su marido le confiesa que ha conocido a otra mujer, poco después de la muerte de su padre. Y entonces Freddie, en plena crisis emocional, va en busca del apoyo de Tamsin e inicia un viaje, no solo físico sino también sentimental, en el que por primera vez se pondrá a prueba la solidez de la promesa hecha en la juventud."
Desarticulaciones,['Sylvia Molloy'],"['Novela', 'Otros']","«Qué suerte despertar y ver caras amigas». La frase, de una cortesía exquisita, la dice ML., una mujer sentada al borde de su memoria desde que padece Alzheimer. El olvido que la trabaja abre sus fauces infinitas: las palabras se achican o extravían, los recuerdos son como relámpagos que cosquillean cada vez menos en el cerebro. Ahora que anochece en su mente, una amiga y ex pareja que la visita casi diariamente, testigo de ese naufragio, anota con paciencia de artesana en su «cuaderno de bitácora» —tal vez con una serenidad y un desahogo que no había tenido nunca antes en su vida— el repertorio de un deterioro irreversible."
Nuestro modo de vida,['Fogwill'],"['Novela', 'Otros']","Fernando, su protagonista, se busca en las cosas como en un espejo, investiga el límite que lo separa del mundo y entrevé ""con un temblor inteligente, sensible y sensual"" la unánime insustancialidad de los objetos exteriores y del sujeto que está en el centro de su experiencia. El juicio sumario de la historia tal vez condenaría a la pareja que Fernando forma con Rita como a ejemplares arquetípicos de una burguesía culpable de egoísmo, superficialidad, hipocresía. Pero Fogwill complica magistralmente el proceso al plegar su punto de vista a la conciencia de su personaje y a su indagación de la intimidad: vigilia tan perpleja como sutil, tan ligera como insondable.Marcados por su situación social e histórica, los caracteres de Rita y Fernando resisten, por debajo de esa superficie espejada, una lectura más universal: su suave prisión de irrealidad, más o menos confortable, más o menos amenazada, es la misma que protege o que oprime al lector."
"Kudryavka, (perra de pelo rizado)",['Xenia García'],"['Novela', 'Otros']","Kudryavka (perra de pelo rizado) cuenta la historia en primera persona de Pepa, una mujer a quien la policía avisa de que su exmarido ha muerto de un infarto, al mismo tiempo en el que se producía un incendio. Kudryavka es una perra perdida en el espacio sideral y otra que despedaza una muñeca. Es una niña de doce años en una mujer de cuarenta que narran la historia en presente, el tiempo de las heridas abiertas y sangrantes. Es la historia de un amor tembloroso, de un duelo corrupto y patológico, pero también es la historia del Hombre, del Hijo. De la Niña. De aquello que decimos cuando callamos. ¿Estamos preparados para descubrir los secretos que guardan los muertos?"
Prosa del otro,['Daniil Charms'],"['Otros', 'Relato', 'Sátira']","Charms es uno de esos numerosos escritores cuyas obras permanecieron en el anonimato durante largos decenios. Su escritura, mordaz, satírica, grotesca, se suele emparentar con la literatura del absurdo y el surrealismo. Poeta en sus comienzos, poco a poco desplazó su mundo creativo a la prosa. Maestro de la forma corta, Charms se convierte en un implacable observador de la monstruosa realidad que le rodea en esas miniaturas a menudo divertidas y siempre trágicas."
La guerra del general Escobar,['José Luis Olaizola'],"['Histórico', 'Novela']","El coronel de la Guardia Civil Antonio Escobar, hombre de profundas convicciones religiosas, consiguió con su decidida actuación el 19 de julio de 1936 que no prosperase la sublevación militar en Barcelona. Pese a ser hijo de un héroe de la guerra de Cuba, y tener una hija monja adoratriz, un hijo falangista Palma de Plata y dos hermanos también coroneles de la Guardia Civil, optó por la libertad de actuar conforme a su conciencia y al juramento prestado al Gobierno legalmente constituido. A través de esta obra, el autor nos da una visión infrecuente de los años de nuestra guerra, vividos sin partidismo ni ideologías por un militar que en la España del gran desgarrón histórico eligió, ante el estupor mal disimulado de las autoridades, una incómoda postura, porque creía que su puesto era aquél. Pese a la historicidad del relato, nos encontramos ante una novela en la que su autor se ha limitado a recrear un personaje admirable que pudo vivir, luchar y morir en cualquier otra guerra fraticida de la Historia."
Los blancos y los azules,['Alexandre Dumas'],"['Histórico', 'Novela']","Después de más de 150 años de la única versión disponible (descatalogada y prácticamente imposible de conseguir), se reedita en español la primera novela de la Trilogía Napoleónica escrita por Alejandro Dumas: Los blancos y los azules. Publicado inicialmente por entregas, durante el año 1867, forma una trilogía cuya narrativa continúa con las obras Los compañeros de Jehú y El caballero de Sainte-Hermine.El autor nos ofrece una gruesa fracción de la historia de Francia, contándonos los hechos históricos ocurridos de diciembre de 1793 a agosto de 1799, donde Napoleón Bonaparte es un joven general que comienza a dar atisbos de su genio. Dumas nos transporta a Estrasburgo, amenazada por las tropas austro-prusianas, donde el joven Charles Nodier conoce a Eugène de Beauharnais, a Saint-Just y al general Pichegru; a París, donde un general que ya se ha distinguido al recuperar Tolón de manos de los ingleses salva a la Convención de la insurrección monárquica; a Bretaña, donde los Chouans de Cadoudal combaten a los republicanos; a la región de Bourg-en-Bresse, donde los compañeros de Jehú, dirigidos por el conde de Sainte-Hermine, roban el oro de la República para alimentar la rebelión; a Italia y luego en Egipto, desde donde Bonaparte navega hacia su destino imperial…"
El lenguaje olvidado,['Erich Fromm'],"['Ensayo', 'Psicología']","Introducción a la comprensión de los sueños, mitos y cuentos de hadasÚnico lenguaje común a toda la humanidad, los sueños comparten con los mitos su carácter universal. Independientes de la lógica que rige el pensamiento en la vigilia, a lo largo de la historia han sido interpretados de distintas maneras. Juzgados por algunos como mensajes de los dioses y por otros como acechanzas del demonio, a inicios del siglo XX, con el nacimiento del psicoanálisis, se convirtieron en objeto de estudio por la psicología y la medicina, abriendo insospechados horizontes al esclarecimiento y comprensión de la psique humana.Este libro está basado en las clases de un curso preliminar dedicado a postgraduados y estudiantes. Dirigido, también, a los estudiantes de psiquiatría y psicología y al público general interesado en esta materia, este libro es una perfecta introducción a la compresión del lenguaje simbólico de los sueños."
El trono del norte,['Pedro Urvi'],"['Fantástico', 'Juvenil', 'Novela']",La guerra se cierne sobre Norghana mientras el dragón inmortal planea conquistar Tremia. El rey Thoran de Norghana y el Rey Kendryk de Irinel buscan una alianza con el rey Caron de Zangria para atacar el Reino de Erenal. La Reina Druida mejora su magia y posición en la corte. ¿Sera una aliada o una enemiga implacable? Las panteras buscan recuperar las únicas armas que pueden matar a un dragón y esconder las perlas de plata del dragón inmortal al tiempo que buscan coronar a Egil como rey de Norghana. ¿Conseguirán las Panteras sus objetivos? ¿Sobrevivirán a las guerras y al dragón inmortal?
Los huérfanos,['Jorge Carrión'],"['Ciencia ficción', 'Novela']","Un grupo de supervivientes de la Tercera Guerra Mundial, procedentes de distintos puntos del planeta, lleva trece años aislado en un búnker de Pequín. Sus historias nos las cuenta Marcelo —narrador poco fiable obsesionado con memorizar el diccionario— a partir del día en que el loco y peligroso Anthony se escapa de su celda y atenta contra la armonía de la comunidad. Las miserias, las traiciones y los descubrimientos, en ese ambiente post-apocalíptico, se irán alternando con los informes que relatan cómo el fenómeno de la reanimación histórica fue conduciendo al colapso de la humanidad.Los huérfanos es un relato de ciencia-ficción profundamente humanista. Una asombrosa indagación en los peligros de la memoria histórica como instrumento político. Y una apuesta por la literatura entendida como ambición."
La habitación diecisiete,['Fran Barrero'],"['Novela', 'Policíaco']","¿Crees en fantasmas? Durante décadas se han producido asesinatos en la habitación diecisiete de un hotel en una localidad de la zona norte de Madrid, crímenes que no han sido resueltos por no haber testigos, grabaciones de cámaras ni pistas sobre los cuerpos. Todos se han archivado bajo la premisa de la existencia de un fantasma.Ahora el caso llega a Hugo Moretti y Esther Gallardo tras encontrarse a una pareja asesinada en el mismo lugar. Comienza la pesadilla de lidiar con la Guardia Civil, que tiene la jurisdicción.El lugar es sombrío y se encuentran al llegar con lo que parece el fantasma de un párroco fallecido años antes.¿Creer o no creer? Esa no debería ser la tarea de los investigadores.La familia que regenta el hotel parece esconder grandes secretos, así como muchos de los vecinos del pueblo. Las fiestas de verano, estas y las anteriores, han provocado muchas habladurías y ahora toca separar la verdad de los mitos. ¿Lograrán su objetivo en su tarea de solucionar casos imposibles o será la primera mácula en el expediente de Esther Gallardo?"
Primer amor,['Alejandro Gándara'],"['Novela', 'Otros', 'Realista']","¿Podemos amar después de que nos hayan roto el corazón? ¿Cuántas veces se puede alguien enamorar como la primera vez? ¿Se cierra con el tiempo la herida de ese amor? Esta novela, protagonizada por un joven que vive su primera pasión, aborda todas estas cuestiones: la violencia torrencial con la que llega el enamoramiento, la falta de recursos del individuo ante la experiencia, y la huella que deja en el resto de la existencia. Una historia de amor y de descubrimiento que abarca casi cinco décadas en la vida de sus protagonistas y del país."
Gente de Madrid,['Juan García Hortelano'],"['Otros', 'Relato']","Como en sus novelas, en el presente libro de relatos Hortelano se propone un análisis de ciertos grupos de la sociedad española contemporánea y concretamente de aquélla en la que vive y participa, la de su ciudad, pero el relato le proporciona un punto de vista particular, el de la imagen concreta y significativa de una situación, unas veces del presente y otras en un flash-back que le permite explicar las raíces del comportamiento de ciertas gentes de su generación. El libro de García Hortelano, desde el punto de vista temático, es algo así como una presentación de muestras del modo de ser y de vivir de sus conciudadanos. Desde el punto de vista del estilo este libro reafirma el proceso de madurez que enunciaba la distancia entre sus dos libros anteriores. Los relatos —o novelas cortas— incluídos en el libro son: Las horcas claudinas, Riánsares y el fascista, Sábado comida, La noche anterior a la felicidad y Marciapiede Izquierdo Avenue de Wagram."
Bajo la piel,['Nora Roberts'],"['Novela', 'Romántico']","A pesar de que un «admirador» obsesionado estaba acosándola, Chantel O’Hurley no quería que ningún detective privado le dijera lo que tenía que hacer. A su vez, a Quinn Doran lo irritaba hacer de niñera de una estrella consentida. Pero solo un vistazo a la distante rubia le indicó lo fácil que resultaría obsesionarse con una mujer como Chantel…"
